Fuel,PMin,Capacity,varOM,VCost,plantUnique,ramprate,StartCost,PLC2ERTA,max_capacity,min_capacity,Speed
WIND,0,126.5,3.3638,3.3638,WIND-25,1,0,0,1000000,0,FAST
WIND,0,207.2,3.3638,3.3638,WIND-107,1,0,0,1000000,0,FAST
WIND,0,194,3.3638,3.3638,WIND-90,1,0,0,1000000,0,FAST
WIND,0.1,110,3.3638,3.3638,WIND-108,1,0,0,1000000,0,FAST
WIND,0,211.2,3.3638,3.3638,WIND-82,1,0,0,1000000,0,FAST
WIND,0,150,3.3638,3.3638,WIND-83,1,0,0,1000000,0,FAST
WIND,1,230,3.3638,3.3638,WIND-111,1,0,0,1000000,0,FAST
WIND,1,230,3.3638,3.3638,WIND-112,1,0,0,1000000,0,FAST
WIND,55,165,3.3638,3.3638,WIND-95,1,0,0,1000000,0,FAST
WIND,181.7,181.7,3.3638,3.3638,WIND-84,1,0,0,1000000,0,FAST
WIND,0,288.6,3.3638,3.3638,WIND-85,1,0,0,1000000,0,FAST
WIND,1.7,257,3.3638,3.3638,WIND-86,1,0,0,1000000,0,FAST
WIND,0,200,3.3638,3.3638,WIND-87,1,0,0,1000000,0,FAST
WIND,0,200,3.3638,3.3638,WIND-88,1,0,0,1000000,0,FAST
WIND,0,9,3.3638,3.3638,WIND-81,1,0,0,1000000,0,FAST
WIND,0,211.2,3.3638,3.3638,WIND-99,1,0,0,1000000,0,FAST
WIND,0,110,3.3638,3.3638,WIND-91,1,0,0,1000000,0,FAST
WIND,0.1,201.6,3.3638,3.3638,WIND-67,1,0,0,1000000,0,FAST
WIND,1,230.4,3.3638,3.3638,WIND-92,1,0,0,1000000,0,FAST
WIND,0.3,204,3.3638,3.3638,WIND-93,1,0,0,1000000,0,FAST
WIND,0,200,3.3638,3.3638,WIND-94,1,0,0,1000000,0,FAST
WIND,1,299.7,3.3638,3.3638,WIND-102,1,0,0,1000000,0,FAST
WIND,0,90,3.3638,3.3638,WIND-21,1,0,0,1000000,0,FAST
WIND,0.8,78,3.3638,3.3638,WIND-103,1,0,0,1000000,0,FAST
WIND,1,150,3.3638,3.3638,WIND-104,1,0,0,1000000,0,FAST
WIND,0,67.6,3.3638,3.3638,WIND-96,1,0,0,1000000,0,FAST
WIND,1,150,3.3638,3.3638,WIND-106,1,0,0,1000000,0,FAST
WIND,49.5,662.5,3.3638,3.3638,WIND-34,1,0,0,1000000,0,FAST
WIND,0,124.2,3.3638,3.3638,WIND-18,1,0,0,1000000,0,FAST
WIND,0.1,200.1,3.3638,3.3638,WIND-101,1,0,0,1000000,0,FAST
WIND,0,30,3.3638,3.3638,WIND-75,1,0,0,1000000,0,FAST
WIND,0,300,3.3638,3.3638,WIND-109,1,0,0,1000000,0,FAST
WIND,2.3,125.6,3.3638,3.3638,WIND-113,1,0,0,1000000,0,FAST
WIND,1,150,3.3638,3.3638,WIND-105,1,0,0,1000000,0,FAST
WIND,2,174,3.3638,3.3638,WIND-115,1,0,0,1000000,0,FAST
WIND,0,249.7,3.3638,3.3638,WIND-110,1,0,0,1000000,0,FAST
WIND,12.84413012,200,3.3638,3.3638,WIND-114,1,0,0,1000000,0,FAST
