SOLAR-7,SOLAR-13,SOLAR-11,SOLAR-2,SOLAR-5,SOLAR-15,SOLAR-12,SOLAR-6,SOLAR-1,SOLAR-9,SOLAR-8,SOLAR-16,SOLAR-17,SOLAR-14,SOLAR-10,SOLAR-3,SOLAR-4,SOLAR-18,time_CST
0.89,0.8348314606741573,0.8348314606741573,0.8181818181818181,0.6696935300794551,0.89,0.6696935300794551,0.6696935300794551,0.6696935300794551,0.89,0.6696935300794551,0.8266666666666667,0.6696935300794551,0.8111111111111111,0.6696935300794551,0.6696935300794551,0.8181818181818181,0.84,2016-01-30T14:00:00Z
0.8266666666666667,0.7561797752808989,0.7561797752808989,0.7283950617283951,0.4143019296254256,0.8266666666666667,0.4143019296254256,0.4143019296254256,0.4143019296254256,0.8266666666666667,0.4143019296254256,0.7311111111111112,0.4143019296254256,0.7322222222222222,0.4143019296254256,0.4143019296254256,0.7283950617283951,0.76,2016-01-30T15:00:00Z
0.6988888888888889,0.5988764044943821,0.5988764044943821,0.5398428731762065,0.16004540295119182,0.6988888888888889,0.16004540295119182,0.16004540295119182,0.16004540295119182,0.6988888888888889,0.16004540295119182,0.5166666666666667,0.16004540295119182,0.5688888888888889,0.16004540295119182,0.16004540295119182,0.5398428731762065,0.5822222222222222,2016-01-30T16:00:00Z
0.39999999999999997,0.24943820224719102,0.24943820224719102,0.15937149270482603,0.024971623155505107,0.39999999999999997,0.024971623155505107,0.024971623155505107,0.024971623155505107,0.39999999999999997,0.024971623155505107,0.09222222222222222,0.024971623155505107,0.2011111111111111,0.024971623155505107,0.024971623155505107,0.15937149270482603,0.19555555555555554,2016-01-30T17:00:00Z
0.0011111111111111111,0,0,0,0,0.0011111111111111111,0,0,0,0.0011111111111111111,0,0,0,0,0,0,0,0,2016-01-30T18:00:00Z
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-30T19:00:00Z
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-30T20:00:00Z
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-30T21:00:00Z
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-30T22:00:00Z
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-30T23:00:00Z
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-31T00:00:00Z
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-31T01:00:00Z
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-31T02:00:00Z
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-31T03:00:00Z
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-31T04:00:00Z
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-31T05:00:00Z
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-31T06:00:00Z
0.023333333333333334,0.150561797752809,0.150561797752809,0.16610549943883277,0.21112372304199772,0.023333333333333334,0.21112372304199772,0.21112372304199772,0.21112372304199772,0.023333333333333334,0.21112372304199772,0.18888888888888888,0.21112372304199772,0.07666666666666667,0.21112372304199772,0.21112372304199772,0.16610549943883277,0.14777777777777779,2016-01-31T07:00:00Z
0.7355555555555556,0.6853932584269663,0.6853932584269663,0.6823793490460157,0.6549375709421111,0.7355555555555556,0.6549375709421111,0.6549375709421111,0.6549375709421111,0.7355555555555556,0.6549375709421111,0.6944444444444444,0.6549375709421111,0.6477777777777777,0.6549375709421111,0.6549375709421111,0.6823793490460157,0.6511111111111111,2016-01-31T08:00:00Z
0.8733333333333333,0.8314606741573034,0.8314606741573034,0.8282828282828283,0.8195232690124857,0.8733333333333333,0.8195232690124857,0.8195232690124857,0.8195232690124857,0.8733333333333333,0.8195232690124857,0.83,0.8195232690124857,0.8111111111111111,0.8195232690124857,0.8195232690124857,0.8282828282828283,0.8022222222222222,2016-01-31T09:00:00Z
0.9222222222222222,0.8842696629213483,0.8842696629213483,0.8754208754208754,0.8898978433598184,0.9222222222222222,0.8898978433598184,0.8898978433598184,0.8898978433598184,0.9222222222222222,0.8898978433598184,0.8866666666666667,0.8898978433598184,0.8777777777777778,0.8898978433598184,0.8898978433598184,0.8754208754208754,0.8655555555555555,2016-01-31T10:00:00Z
0.9366666666666666,0.8943820224719101,0.8943820224719101,0.8810325476992144,0.9046538024971623,0.9366666666666666,0.9046538024971623,0.9046538024971623,0.9046538024971623,0.9366666666666666,0.9046538024971623,0.8933333333333333,0.9046538024971623,0.8955555555555555,0.9046538024971623,0.9046538024971623,0.8810325476992144,0.8833333333333333,2016-01-31T11:00:00Z
0.9299999999999999,0.8764044943820225,0.8764044943820225,0.8641975308641975,0.8853575482406356,0.9299999999999999,0.8853575482406356,0.8853575482406356,0.8853575482406356,0.9299999999999999,0.8853575482406356,0.8744444444444445,0.8853575482406356,0.8866666666666667,0.8853575482406356,0.8853575482406356,0.8641975308641975,0.8722222222222222,2016-01-31T12:00:00Z
0.9099999999999999,0.8561797752808988,0.8561797752808988,0.8417508417508417,0.8615209988649263,0.9099999999999999,0.8615209988649263,0.8615209988649263,0.8615209988649263,0.9099999999999999,0.8615209988649263,0.8533333333333333,0.8615209988649263,0.8633333333333333,0.8615209988649263,0.8615209988649263,0.8417508417508417,0.8477777777777777,2016-01-31T13:00:00Z
0.8844444444444445,0.8191011235955056,0.8191011235955056,0.7957351290684623,0.811577752553916,0.8844444444444445,0.811577752553916,0.811577752553916,0.811577752553916,0.8844444444444445,0.811577752553916,0.8044444444444444,0.811577752553916,0.8177777777777777,0.811577752553916,0.811577752553916,0.7957351290684623,0.7966666666666666,2016-01-31T14:00:00Z
0.8211111111111111,0.7415730337078652,0.7415730337078652,0.7037037037037037,0.7162315550510783,0.8211111111111111,0.7162315550510783,0.7162315550510783,0.7162315550510783,0.8211111111111111,0.7162315550510783,0.7066666666666667,0.7162315550510783,0.73,0.7162315550510783,0.7162315550510783,0.7037037037037037,0.6977777777777777,2016-01-31T15:00:00Z
0.6944444444444444,0.5876404494382023,0.5876404494382023,0.5173961840628507,0.5312145289443814,0.6944444444444444,0.5312145289443814,0.5312145289443814,0.5312145289443814,0.6944444444444444,0.5312145289443814,0.48666666666666664,0.5312145289443814,0.5533333333333333,0.5312145289443814,0.5312145289443814,0.5173961840628507,0.4955555555555555,2016-01-31T16:00:00Z
0.4033333333333333,0.24719101123595505,0.24719101123595505,0.15039281705948374,0.16912599318955732,0.4033333333333333,0.16912599318955732,0.16912599318955732,0.16912599318955732,0.4033333333333333,0.16912599318955732,0.08333333333333333,0.16912599318955732,0.18888888888888888,0.16912599318955732,0.16912599318955732,0.15039281705948374,0.12777777777777777,2016-01-31T17:00:00Z
0.0011111111111111111,0,0,0,0,0.0011111111111111111,0,0,0,0.0011111111111111111,0,0,0,0,0,0,0,0,2016-01-31T18:00:00Z
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-31T19:00:00Z
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-31T20:00:00Z
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-31T21:00:00Z
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-31T22:00:00Z
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-31T23:00:00Z
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-02-01T00:00:00Z
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-02-01T01:00:00Z
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-02-01T02:00:00Z
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-02-01T03:00:00Z
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-02-01T04:00:00Z
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-02-01T05:00:00Z
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-02-01T06:00:00Z
0.02777777777777778,0.1101123595505618,0.1101123595505618,0.16498316498316498,0.2599318955732123,0.02777777777777778,0.2599318955732123,0.2599318955732123,0.2599318955732123,0.02777777777777778,0.2599318955732123,0.18,0.2599318955732123,0.003333333333333333,0.2599318955732123,0.2599318955732123,0.16498316498316498,0.06999999999999999,2016-02-01T07:00:00Z
0.7355555555555556,0.5303370786516853,0.5303370786516853,0.47025813692480356,0.6923950056753688,0.7355555555555556,0.6923950056753688,0.6923950056753688,0.6923950056753688,0.7355555555555556,0.6923950056753688,0.5533333333333333,0.6923950056753688,0.06111111111111111,0.6923950056753688,0.6923950056753688,0.47025813692480356,0.2633333333333333,2016-02-01T08:00:00Z
0.8711111111111112,0.8303370786516854,0.8303370786516854,0.67003367003367,0.8399545970488081,0.8711111111111112,0.8399545970488081,0.8399545970488081,0.8399545970488081,0.8711111111111112,0.8399545970488081,0.8388888888888889,0.8399545970488081,0.21,0.8399545970488081,0.8399545970488081,0.67003367003367,0.61,2016-02-01T09:00:00Z
0.9222222222222222,0.8921348314606742,0.8921348314606742,0.8540965207631874,0.88422247446084,0.9222222222222222,0.88422247446084,0.88422247446084,0.88422247446084,0.9222222222222222,0.88422247446084,0.8866666666666667,0.88422247446084,0.6122222222222222,0.88422247446084,0.88422247446084,0.8540965207631874,0.8011111111111111,2016-02-01T10:00:00Z
0.9388888888888889,0.903370786516854,0.903370786516854,0.8832772166105499,0.8921679909194098,0.9388888888888889,0.8921679909194098,0.8921679909194098,0.8921679909194098,0.9388888888888889,0.8921679909194098,0.888888888888889,0.8921679909194098,0.89,0.8921679909194098,0.8921679909194098,0.8832772166105499,0.8644444444444445,2016-02-01T11:00:00Z
0.9255555555555555,0.8853932584269664,0.8853932584269664,0.867564534231201,0.8717366628830874,0.9255555555555555,0.8717366628830874,0.8717366628830874,0.8717366628830874,0.9255555555555555,0.8717366628830874,0.8666666666666667,0.8717366628830874,0.88,0.8717366628830874,0.8717366628830874,0.867564534231201,0.8688888888888889,2016-02-01T12:00:00Z
0.8855555555555555,0.8617977528089887,0.8617977528089887,0.8439955106621774,0.8456299659477866,0.8855555555555555,0.8456299659477866,0.8456299659477866,0.8456299659477866,0.8855555555555555,0.8456299659477866,0.8422222222222222,0.8456299659477866,0.8488888888888889,0.8456299659477866,0.8456299659477866,0.8439955106621774,0.8411111111111111,2016-02-01T13:00:00Z
