"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0.996917510719063,0.929032440927061,0.999174810497855,1.01343265060245,1.045166366411,1.00981418968804,0.960272456791042,0.957133037683743,0.990859622955706,1.01346394416217
0.983994836895283,0.930932777841113,0.970073831205238,0.993233976127028,1.02625402135807,1.01798089394235,0.960117784767057,0.951654947954668,0.991405854088973,1.008918376072
0.986111566911352,0.927803188952659,0.995276337230838,0.988833906524923,1.0043722577896,1.02537890540199,0.960385529323669,0.953146166849349,0.993657308518459,1.01705699589052
1.02339383702698,0.943375854050372,1.02826764076933,0.982025515930499,0.994661347413056,1.05591489845047,0.955722644526561,0.978334933150433,0.988763875289237,1.0253036422936
1.04635380672388,0.940791939077048,1.05032064175534,0.965889822225596,1.0135128353936,1.0573616413362,0.974185251933307,0.957165865298532,0.980442718029077,1.03989911948226
1.06331024120544,0.953053295028829,1.06068380020264,0.96713200902407,1.04833365926437,1.0630429512355,0.994425286234395,0.954353549870993,0.94599648364984,1.02894866002849
1.05990462279487,0.937737355325077,1.0489633206313,0.967314683944764,1.0402071615672,1.05745646860543,0.989006712375312,0.967179562505181,0.948155684335842,1.02516260101409
1.07888556264692,0.921580970575398,1.04276124394999,0.980239898947462,1.02906029455123,1.04790215418381,0.970159093673253,0.949982985395919,0.937601591999816,1.01572063040483
1.0636463343269,0.93331587685668,1.02635797931315,1.00122251796092,1.00855588078662,1.0435281561624,0.947971634549773,0.956696905304567,0.944035438483081,1.00908893179809
1.0461220333033,0.934327153301673,0.998167721738261,1.02506985963959,1.01158558830229,1.04334613302425,0.934621437824628,0.958484377295453,0.921809285410573,0.983933367839633
1.04397183818722,0.939540368672111,0.99111229333285,1.02231143016757,0.992559889279834,1.03480141944017,0.931941317674571,0.949913716427337,0.917306414636763,0.988243774501603
1.03598488782849,0.952290689403129,0.983365428178357,1.04108190239327,1.01153180932358,0.992961578256133,0.927636622642308,0.970032542548502,0.91954117884142,0.985300836927704
1.03838297666081,0.971055911657966,0.997591400210563,1.01656707110429,0.99686620757749,0.979801902362256,0.916786276344368,0.970214394595659,0.92773415148227,0.992073771977764
