"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
0.978673252345056,0.968022461183474,0.99971261320207,1.01320426315336,1.05269616100346,0.957376118033281,1.0102504058952,1.02354839496588,0.951073597047449,1.0269773872069,0.966560075248636,0.939165400376773,0.974019025880373,0.948652671497183,1.05325437276725,0.982637590506472,1.03444554451317,1.01665550842902,1.00870905538034,0.941625184654416
0.964019996380409,0.960351256583113,0.973284183740173,1.0071385705673,1.05315528647863,0.957963710039635,1.02236741012319,1.03208883955221,0.935197910744901,0.988903254155317,0.945400336499205,0.934614648576785,0.971104342867745,0.994158141899451,1.04177151182436,1.00086342275528,1.04062113051616,1.02330729555531,1.00880586916479,0.940498821555145
0.976039880566875,0.972497318698714,0.954198280941657,0.997493137669519,1.06741224883564,0.961710122179129,1.02635480031806,1.00691580083867,0.940100070280676,0.986223065341055,0.95323502017754,0.932972162523236,0.983303349287862,1.00341674306161,1.06614314161732,1.00054686775544,1.035034571196,1.02857346618986,1.01025414569098,0.939479247068367
0.968105628231765,0.985973962954789,0.945640089986702,0.992790791450853,1.08118531158821,0.959336179399651,1.00506530545299,1.00839941580704,0.944496333093637,0.981498470164045,0.972545425246719,0.953050329508325,0.963223539394521,0.998436761449901,1.07238564042738,0.996508358942161,1.04319416414941,1.02043884582992,0.999525012555236,0.933046275459483
0.970095338856462,1.00314876907617,0.926803277422715,0.986560400573468,1.07975973932694,0.97251843530123,0.988368826241263,1.01670344056656,0.958529822108621,0.962380888519987,0.990833462869573,0.959245927568292,0.964954481487829,1.02280529460262,1.07385228207742,0.983456654998296,1.06221776936834,1.01469532434848,1.00227852908545,0.934891854335183
0.973133844785162,1.00527761462509,0.941583745957053,1.00170847007818,1.07451689268071,0.951423703866199,0.95358044513001,1.03821820972311,0.971777092086145,0.936116210799276,1.0021524389779,0.975844942897859,0.965014231526299,1.01964381409802,1.07561625834662,0.980761345450888,1.05035864938498,1.01435494033488,0.990764345100571,0.941544284361834
0.989759351320349,1.00362341314164,0.916274975315706,1.00340012477807,1.08253073720739,0.97815129040119,0.977079244191933,1.05119783572781,1.00349095012297,0.921882083353564,0.999022070681061,0.990554944192292,0.950804031714758,1.00985655373007,1.07256819088182,0.975823958076801,1.04158721774113,1.00791763337381,0.988181061721819,0.957375354991767
0.987162221231971,1.02013967312815,0.915810244656345,0.988660655368711,1.08119064303282,0.993258377669778,0.997505202397266,1.05450044495393,1.01453324233495,0.932176330226947,1.00420484024679,0.985679567336023,0.945577513007877,0.98471212311636,1.04788803302327,0.970964864052353,1.02906391953806,1.01716628539501,0.972214471049669,0.976277404572449
0.957322605990745,1.01135135080433,0.908952180445628,0.97995006148027,1.07334009299183,0.984911923414642,1.00304224194124,1.0583944491729,1.01510482382693,0.923162088731406,1.04586831407891,0.982967040367257,0.957880947071279,0.985098033489282,1.0342644436988,0.963065762479959,1.01113757314877,1.03931466140873,0.975560723865029,0.986440018885642
0.966021427879512,1.00937813859463,0.92763861347746,0.976088560575686,1.07467899316365,0.983834247312927,1.00018129766794,1.05948545489698,1.00244102870009,0.930856841698906,1.06379249671731,0.984442844718055,0.956065172332613,0.977266906622105,1.03583612678515,0.975384775302336,0.99475218267311,1.02542448708689,0.967462554230815,0.980423558469418
0.965385247213321,1.01761751333306,0.924334625160988,0.975569673972029,1.07032993171971,0.980000916026583,1.00912453492773,1.05847969628829,0.996787439164879,0.934448587109778,1.02701580314191,0.984826865701455,0.950725594202663,0.986256541571881,1.04115451131751,0.984569729361963,0.993982670142732,1.01179650796088,0.978892234556816,0.992069316312926
0.961552499256142,1.03690677366454,0.941390688306033,0.975143717306413,1.05961425761832,0.964748768243275,1.00994122089839,1.04938335248317,1.00088314833175,0.9342908287442,1.00662700220065,0.996228524611966,0.951615012576541,0.974240620417749,1.01391471569242,0.991403616699224,0.990352584079729,1.01859686409464,0.992812054100891,1.00371459510181
0.984911354245179,1.0374722669804,0.963001744373025,0.975173011344854,1.04348695444215,0.974840619280269,1.01673189859521,1.06368963939798,0.995722787968255,0.93470502838465,0.968688813385555,1.00886572835239,0.945745028404074,0.984252208749844,0.983168289394659,0.995241263476299,0.998475824986545,1.0067390851994,1.00673027817078,1.00611481178827
0.983834560249898,1.02315809572196,0.968679284824329,0.973489883960029,1.03595091111581,0.984010300341295,1.01875089026322,1.0401195482125,1.00015044589234,0.928928021266282,0.950796196924552,1.01057482088465,0.960583220448278,1.00783358110944,0.988682589192653,0.993431024144845,0.993070846100483,1.02005198716048,1.00397771067349,1.00506262389763
0.977487870580592,0.988696485375764,0.987722867910309,0.988557368917118,1.03527279686645,0.98902257096915,1.02105461948588,1.03650857967609,0.994276551912612,0.962784106833629,0.938627302703454,1.02818917908008,0.992021531937646,1.01099142943479,1.02052276724758,0.984331325239997,0.979694527558136,1.01403494482178,0.995147957552419,1.01016869648113
0.984119165725206,0.997761679290539,1.0111731199763,0.993667373559964,1.01530888926256,0.981104398305533,1.03113900122831,1.02169028094402,0.994487312646602,0.979127102463651,0.943535559207588,1.0344427067763,0.992013065716341,1.01754888112382,1.01542557890525,0.976735353173704,0.960210955687375,0.996169628962171,0.990461405330287,1.01775856886044
0.975779420780864,1.00735143534679,1.0111145524604,1.00352371760404,1.02159646234412,0.984188753174362,1.04902483836991,1.04254082877167,0.993109545232523,0.986883852983413,0.95666365217244,1.0088023898569,1.00590478813113,1.00741881233189,1.01691231758283,0.98241989097991,0.963364865807793,0.970158328431122,0.990604373975522,1.0289473529762
