"V1","V2","V3","V4","V5"
0.96409760883962,1.06895033445162,1.01651828269284,0.976587213666124,0.978386287949242
0.951263636008237,1.07088973174771,1.00649452351287,0.980868220942859,0.965067627827978
0.95989650819108,1.05949689779422,1.01198911487007,0.963552212029957,0.952224675224485
0.969243728222178,1.06376294387806,0.995268318598722,0.965855819353194,0.974449396743937
0.987617427625447,1.03998315699373,1.00195258632013,0.952907768142027,0.982991754508453
0.97385314198962,1.02093506149687,0.997022478900929,0.960522488361953,0.974970698392405
0.98005908947653,1.01402666056232,1.00544992948835,0.982442149264261,0.962922745751563
0.973305052110161,1.00878013243483,1.00233707612205,1.00822655885986,0.948472566926996
1.0008160972249,0.984215123068177,0.981606809085944,1.01370765568294,0.951067956119246
1.0416578016335,0.974912450228914,0.966048758470256,1.00120670960097,0.96185603678551
1.03129334055706,0.968539315671206,0.996097542469596,1.00057998683357,0.977332338783824
1.01906897492278,0.956699579106078,1.01621136875139,1.00480125947191,0.990736498867459
1.00521410679389,0.978660986436208,1.0215805161368,1.02410138390858,0.989305127681998
1.00609164818533,0.987853622807843,1.0285311173866,1.03361543606811,0.984615575373988
0.993133821169369,0.988649830367068,1.02298792724681,1.03708988110892,0.977817762405421
0.987748595019543,0.989981562948854,1.00020693174,1.04221022005351,0.988295251435495
1.01337890562348,1.01098520114075,0.996249149410792,1.0276399981792,0.993303791387629
1.00049060246125,1.00925824469623,0.986634834812403,1.0246903689649,1.0109735898836
1.00131539991038,1.02245306170533,0.968521368768768,1.03260047263294,1.03248654900685
1.00346727291307,0.991925334679363,0.951503722566017,1.03332561696081,1.0727892831567
1.00772029125158,0.987690103349329,0.971166064731446,1.02012959819868,1.07848202233302
1.02752583861868,0.978170793973962,0.994060536138329,1.0338625546826,1.0940035617082
1.0446296082134,0.972057177197448,1.03552781224314,1.03434875049961,1.07065311240582
1.0477388814527,0.968415484121804,1.0191990928588,1.02554308918971,1.04962342516072
1.05308962105046,0.96665788956043,0.995856039033326,1.01519548470053,1.02872221951005
1.0444605470442,0.973184501012626,1.01274166547667,1.01021855096063,1.01148764597135
1.04074082271027,0.974959072941157,1.02811548730861,1.01057168718273,0.994587166477606
1.04381026430649,0.976133939873165,1.01325300225361,1.006112520399,0.973175066878105
1.06371796984914,0.972877204769833,1.02603341910402,1.00805121104426,0.984589283376301
1.07713150329431,0.964601165105224,1.03531703860641,1.02486494133394,0.978905530645212
1.05116049433468,0.959569027948839,1.03385615158654,1.04275379435058,0.976860322240391
1.04294841560004,0.971929962799095,1.00748127754703,1.06516019317359,0.993830362474297
1.05314358683589,0.976115114070814,0.992822775341096,1.06569792905624,0.981025674626589
1.07141918002771,0.976067968759025,0.999768487275658,1.05384652678977,0.999988191127121
1.04704180433533,0.967505650966605,1.00164991838947,1.05600044072767,1.00538715568764
1.0414405253917,0.945647347328264,1.02190775060869,1.06955733018356,1.02063886559972
1.03983163979789,0.946151862850976,1.02030179304081,1.08359214955028,1.04818563523589
1.03011000598387,0.951131178565272,1.00255599876167,1.07998593926857,1.05327098439711
1.0103369316764,0.952933191913949,0.98572313582176,1.08492654950298,1.05092230417014
1.02231324583925,0.956045516785338,0.977009186970784,1.08412850707199,1.03757472122201
1.02555147650464,0.957514561541076,0.951984517010767,1.07002547883865,1.04881201503526
1.00065562812439,0.952377780185603,0.944365227177982,1.07626399767978,1.05264912927013
0.987917444504023,0.961497366835454,0.931854897153286,1.07109264457596,1.04106212667493
0.981571796558835,0.953145299747848,0.943682094883401,1.06548670673822,1.0360550166309
1.01521307134933,0.943312774436543,0.947110379905008,1.05599645894052,1.02106105607368
1.01360722780011,0.935790432375742,0.963612661136371,1.0560937704151,1.02137928154828
1.00638974837868,0.953666605522414,0.985015482217165,1.06513775290007,1.00931619420189
1.00772129172382,0.957680588760805,0.987079535808258,1.06174972226754,1.01597900326221
0.996907114637437,0.966077058646912,1.00053177986962,1.07521661432342,1.0285432945573
0.987296989034442,0.997928132938516,1.01989878107589,1.08471952790075,1.03747996808916
0.976312008439187,1.01558367656918,1.02571442838552,1.07805118280958,1.01877605857886
