"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0.993224795903529,0.939281020785255,1.05352132595186,1.01088383337514,1.02853285453157,0.963660238501794,0.912475463639839,0.985703716589575,1.01601044237703,1.03319706542919
1.00846665830137,0.931486116222564,1.07352571740088,1.01873760224951,1.00325208564323,0.940893881335402,0.923130539673942,0.985217453053748,1.0274741954373,1.04224716420116
1.01285965633175,0.929716729582046,1.05959275826009,1.0125787646667,0.984359185461454,0.933894791970205,0.941328595382868,1.01664392188233,1.03589592764567,1.05991130504417
1.01034997375362,0.946714590948909,1.07081622580282,1.02204230668795,0.978174872581725,0.932759491882385,0.942741497647847,1.04022766333434,1.04385927524169,1.04705819667177
1.01295416591187,0.960471096407779,1.07029028219121,1.01086265929545,0.965134579560156,0.914142863464173,0.936847721605744,1.0327037227218,1.02949373918426,1.03704517825792
1.00685525614233,0.972348165930115,1.0628887763876,0.997779734074028,0.958443052057055,0.895347349592642,0.913176996503433,1.02812353237092,1.02565915367984,1.03890244849511
0.993651286833416,0.989334990389311,1.04080490226416,0.993303550880923,0.959082423767174,0.901923012464458,0.896935497980753,1.04241598313781,1.00825036745218,1.04540576960522
1.00338330837764,0.992378810411253,1.01383870159719,0.978618760394112,0.95394421555861,0.894575584053534,0.909174832927388,1.05800478869802,0.99927280548249,1.03844630680748
0.983070321312793,0.978471920574852,1.01094240413724,0.976641128474498,0.951525241462767,0.905565725764348,0.928150290585222,1.0817175804607,0.980161044369205,1.03038282121938
0.981024083877866,0.971594133769989,0.996996511297231,0.965198018922186,0.940213950851235,0.943300867694356,0.928263106695554,1.07039758134403,0.961743998095533,1.01475051835715
0.980384420709862,0.962249352127688,0.972039790249693,0.977048018228017,0.972590467988863,0.948705445191763,0.929430988778327,1.04611854922626,0.982352917253737,1.01369636963842
0.97754341093129,0.939328961747146,0.991567525816266,0.959653198051018,0.97936557424399,0.960659874261213,0.967926834785126,1.04700947715396,0.987515890198472,1.03924699342475
0.983914551619983,0.929546335367173,0.996693761749022,0.961827658769918,0.986859170606809,0.961266944236004,0.990185340991173,1.01749050094076,0.995415985972604,1.03252660097199
