"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
0.993643699708923,0.979180302363073,0.980429234061108,1.02685520201466,0.982245473373586,0.981455883475158,0.949011192586836,0.996549830907849,1.03818636577742,1.01002805793465,1.00270170389368,0.972982116344093,0.997793406857128,0.997818400139888,0.999027706839025,0.995612052384215,1.01455949524858,0.95687536947727,0.989348679115149,1.05562675343863,1.05400578135125,1.00162551545086,0.877964070002089,0.951685126737822,1.00454586114719
1.01242003986266,0.975636804087985,0.98101530164259,1.01535530754776,0.987894467476664,0.989346188382184,0.954310996308664,0.996093956393605,1.05719161179667,1.00614509062552,1.00316094224232,0.958994400970809,1.01002708268159,0.998429881620021,1.02307734321683,0.990194545386047,1.00595258733985,0.962877187341192,1.00328768104415,1.0526605887058,1.05427492868114,1.01508725252232,0.859516956528189,0.948462665018514,0.994363393641863
1.02087248515563,0.980946127645028,1.00832690816123,1.0105623150202,0.997960445202188,1.00660374639898,0.949126721401733,0.97983762800348,1.05482070695021,0.99668676896374,1.0137010299386,0.936667289126594,1.0030766416886,0.995877199247516,1.04195713042332,0.98664738411606,0.997997056693417,0.972655905198797,1.00513305381909,1.06149352852712,1.04057411611535,1.03141490566125,0.885886152770764,0.952877059647591,0.978735923726118
1.00040512509407,1.01517060509899,1.01382791129573,1.00614806993974,1.00511213390401,1.03152078016262,0.959658952135169,0.971109688629031,1.05991311748765,0.999405463902012,1.03421420248365,0.948048367688834,1.00569092469394,0.979237823914221,1.06062699803944,0.977225011151497,0.991923522211165,0.981663203664496,1.01730852091803,1.0500351388831,1.04131387988647,1.06188702569676,0.91290041000283,0.959081280553583,0.962271898454595
0.99325748136419,1.02893874452046,1.03663518746424,0.99512099536523,1.0059729886808,1.03916660027749,0.993406602479437,0.956433559335122,1.06320424762773,1.00300057235853,1.0374801508572,0.966240620337052,0.995563833267926,0.975245377236302,1.05850415977675,0.961628934962991,0.983710155482608,0.999147192578922,1.02337114104752,1.03956841478801,1.03131170237902,1.07491140307577,0.952857182115049,0.965162760461563,0.957700793096115
0.98402653863291,1.02737890783477,1.03947984944725,0.991528103595673,0.990204439676469,1.04705590415309,1.01887171697763,0.945045950548917,1.06915541846844,0.996725759619302,1.04438899621491,0.979829768932014,0.99948502781426,0.997957082394112,1.03690202235069,0.968831801572483,0.969159639151893,0.983913122175536,1.03602991334509,1.03708386076407,1.02239422682859,1.08021268191179,0.958901054146079,0.996164461096332,0.932310150405537
0.98036421926764,1.02783587808145,1.02842280514073,1.00613813304779,0.97680446517336,1.0460699747195,1.03938411104411,0.945558680396612,1.07526037857631,1.00845609176197,1.01235441376512,0.983924424357776,0.999367139011547,1.00403034196298,1.0317445756428,0.982068409214457,0.974046449288005,0.990295972415095,1.01957418442971,1.03529704129227,1.02895913365454,1.06966808180781,0.98806541421516,1.01767083821427,0.922585736759323
0.989183292927225,1.02441382018319,1.01047050452836,0.993841543569853,0.970269042621003,1.03220953034385,1.03358850549837,0.963873946385264,1.06588248153351,0.997668544464066,1.02056588748137,1.02077262839678,1.01131724473116,1.00692386870519,1.02544468418666,0.964600511543724,0.979144254474238,0.954661789793865,1.02795449424467,1.03833564843043,1.03889090342623,1.06389069235649,0.991214526589554,1.04343004798994,0.919830831918244
0.999720233908256,1.01794630130376,0.983362009503286,1.00449430477748,0.965211622844098,1.00267006582948,1.03957823556562,0.975331675432271,1.06955229225999,0.981539532684555,1.00381311929983,1.03340228061226,1.02377252350633,1.0314434931419,1.03037904478637,0.969619435989964,0.974448216960908,0.9517902356397,1.02186301562719,1.0107513325656,1.05133533260553,1.04084020499119,0.968003008654885,1.05545019945867,0.921680949107662
1.00714672531091,1.03369216333498,0.971126902519984,1.01318196254156,0.985701275730257,0.99309604646453,1.04075484299413,0.966245882052858,1.06648118820466,1.00207263393617,1.01169469173946,1.04223093320081,1.05523570398083,1.02965221995294,1.01646948060098,0.952951616142758,0.952539265544439,0.949555323627962,1.02922572319572,0.987215690238459,1.06583862411701,1.03644054746818,0.975442020509934,1.05022733220109,0.93871105737349
1.00114512725036,1.04031523357695,0.973934265157543,1.01968204078141,1.01044830864732,0.985298591138397,1.04810377485402,0.964569255844273,1.05884430447658,1.00687985680786,1.02638450319531,1.02016575491554,1.03846123480628,1.03922472749238,0.996576757176921,0.968828409223685,0.929845983186043,0.964097301925882,1.03379698764872,0.984363706013201,1.08553034677427,1.04860558821845,0.969828899005503,1.03040549045545,0.95354824962987
0.983065759249562,1.05268447034022,0.979412754549373,1.01498435366346,1.03960964572987,1.00372322336452,1.03512727247483,0.934352850477041,1.0491501269276,1.00019072606033,0.986224174154905,1.03300418908361,1.02637162067351,1.04953852391009,0.988275698495494,0.979813967233423,0.918751987138749,0.959776946059796,1.03416681021241,1.00026521892505,1.08811348522809,1.03108101552393,0.959073464825187,1.04676526517454,0.970860974395961
0.993134297793197,1.06171725592342,0.98241097813691,1.01751571639545,1.05196312402858,1.01791695074976,1.04812751002262,0.933062927763889,1.02014374936803,0.978443101214222,0.955738196705994,1.0132912071139,1.02716839975575,1.07063836377354,0.99564586889726,0.998274351819061,0.915096372746978,0.973779225577111,1.04365861139758,1.00602833661798,1.08381630730269,1.04865466050064,0.970300319149849,1.01409314144666,0.996070787183842
1.01282502723944,1.02674907964516,1.00671375394801,1.01001099715675,1.05269328891942,1.03382921652467,1.03039228008168,0.964161673351496,0.993728472459905,0.96610222918368,0.946056527277639,1.00362269807331,1.03803653808122,1.06974056491454,1.00080321348752,1.00299169718928,0.925362118420421,0.97829056180544,1.03453342314455,0.98179688260138,1.06855068044902,1.0487227381655,0.986958489695358,1.00212655895326,1.01121361343986
0.991732439897122,1.01021231519348,0.995657278622508,1.02548436981174,1.04092732369555,1.01908875392484,1.01127822764796,0.986870940326536,0.972613930146827,0.979807753814312,0.953630810169725,0.979885472044822,1.04929064285954,1.08118638939156,1.00672798237982,1.01490889960574,0.94448713730917,0.977963176372156,1.04143309235622,0.975428592737891,1.06361560710901,1.03791342584565,1.00720546156883,0.991164869893886,0.995518149561954
0.995962872996559,0.987713224619623,0.999695945966244,0.987593835153911,1.03642838623509,1.00885903809336,1.01364496229888,0.997414755639139,0.973826540426787,0.989295253705811,0.976995117850564,0.962266654279564,1.04888354053087,1.07369375985871,0.992275917093118,1.02548907983141,0.966741965145217,0.990398165675112,1.05100068870196,0.965607886480387,1.04354154245701,1.02190749039168,1.0027000994059,0.976971407847713,0.999742009302145
1.00279287963938,0.964226221818671,0.992250159765074,0.994270574618282,1.02692527418432,1.0206717488147,1.00348024266295,1.0326305893148,0.990425173755013,0.985105987181398,0.999855362819391,0.955113809110851,1.03653049118529,1.0832506269747,0.993471942752801,1.01442886051354,0.995853396560771,0.997217692064806,1.03160026195193,0.944040459174652,1.02176142786207,1.03255596472143,1.01547951679423,0.958633203728995,1.00846261111705
1.00745200390622,0.952263748672453,0.9903576410098,1.01818909735289,1.02856315905341,1.02366098678046,0.992000955389286,1.04863799038379,1.00491797368615,0.987823600553342,0.996622964506054,0.96609353573847,1.03764948934601,1.0517418869293,0.984337006146095,1.01432141447825,1.02213180856131,1.00125739546172,1.01929533231622,0.9601798397748,1.01088554975268,1.02675274412433,1.02029523873418,0.984463584558623,0.998793862445726
1.02771665962884,0.928413694496254,0.999468714329863,1.03899124797754,1.0192634819461,1.00357935502109,0.980725057566533,1.04853051822282,1.00999494685887,1.00779032513478,0.996826627549359,0.959494729148293,1.03253772006756,1.04699005966306,0.989728523032733,1.01873178842754,1.03666788879498,0.98845903000487,1.02266706359201,0.973565622050116,1.01025762547075,1.03422286186651,1.03111425292341,0.995946937467726,0.997200638258891
1.0235662202177,0.944735787101763,1.00723782763065,1.04867413978424,1.03607227793431,0.966854414372854,0.998058718401737,1.02315140277662,1.0095732823651,1.01509766326655,0.996050177239879,0.967305498171507,1.03886714136785,1.0522260209319,0.99782701371175,1.0239590375658,1.03782057421815,0.992134018802669,1.02593343611882,1.01238466223875,1.02779545979162,1.02512746997695,1.01709394010014,1.01227273487648,0.972010012564956
1.04222177700991,0.942850696392337,1.02481216378751,1.04269330298686,1.03849656573003,0.941391453839287,0.986902947534033,1.03319463189579,1.0154882024323,1.01550439040542,0.964620643589835,0.93177601324067,1.02051795782072,1.03648740295568,1.0039526140665,1.01967559730099,1.05543244493439,0.99194843846192,1.02789546354258,1.01520316604468,1.01739118501429,1.02183329435435,0.990601528315177,1.00299682673005,0.97222950657167
1.03140450122966,0.962958136541403,1.02461190295572,1.05678748025001,1.03724223317504,0.944525926152408,0.98725311487035,1.00959414549345,1.00740449009785,1.00614651735969,0.983935550351182,0.937880237094358,1.02543315831461,1.0088095380721,1.00672903202351,1.01458515762531,1.05640637293598,1.01063404360403,1.03966620792565,1.01177317919788,1.00886916932733,1.01819549144508,0.972691790190436,0.991669610746201,0.988799771775223
1.04399321238819,0.959064898429915,1.03080154477183,1.05780639193451,1.01084365296341,0.966354662504127,0.985501912593795,1.02496302855392,1.01594550098247,1.01527430388848,1.00310724722815,0.943836178153168,0.999513661014436,0.993500509792607,1.00379392537687,1.00696062546665,1.04537987091194,1.00829890369092,1.04102641413529,0.99672456246203,0.999982631400475,1.01471955409092,0.972527752121742,0.996661695489655,0.981754174070614
1.03660261531926,0.957784346267894,1.02400430599661,1.05593117601957,0.994911054239597,1.00041639926758,0.979257934707036,1.03328740341081,1.01875256465254,1.02487493169693,0.990935879264185,0.947532486157896,0.999685549490261,0.981657669177542,1.0216255228985,1.00850883484614,1.04107364253695,1.01200768247862,1.04783889132039,0.980114673017511,1.00283445452122,1.00574739586833,0.96105705146762,1.01170789693271,0.983014092735778
