"V1","V2","V3","V4","V5"
1.00532341742234,1.03792933662049,1.04065161069111,0.984424139407823,0.993964038933002
1.01840539238839,1.03730063049387,1.02132311356832,0.961925033552182,0.995256749989446
1.07926014507709,1.02506577382031,1.00150131032017,0.941213943210618,1.00578440536692
1.08367583615774,1.03069527605043,0.987417935698633,0.94818885184029,1.01139647068185
1.07501957612741,1.03839717484768,0.982868848323105,0.955221539576918,1.0115549353381
1.06988910869904,1.01123805502293,0.986261167541386,0.969640068485831,1.00930529748479
1.03693525804727,1.00251362598863,0.986399602988881,0.987157675300607,0.995465013131033
1.0318396065722,0.993055597391127,0.980785646977337,0.972603479740788,0.982548709921044
1.05062098410075,0.999742025896329,0.971879053100272,0.964017727568405,0.999891012433273
1.04886258338242,1.00322403738316,0.976360740682062,0.986538459580754,1.01734898614457
1.0660640885261,1.01178180164795,0.975628969666464,0.996417182634484,1.03494543423301
1.05338960322154,1.01385315681851,0.969497505309179,1.01564540322614,1.00698068671259
1.03465499836777,1.0179002051863,0.968604595679739,1.02137196393485,0.99582810214036
1.0146989980294,1.02481562909871,0.957837666989968,1.0217561066229,1.03430499920966
1.02046499748577,1.01091823599627,0.947495637349048,1.00980393181096,1.04271811842542
1.02729284320524,1.01420828327804,0.958109123925182,1.01315683857136,1.04683529871386
1.02479550093398,1.00465493061367,0.971777617422891,1.01183479322855,1.03431859880119
1.03014671349988,1.01526724442143,0.972850770856826,1.02094916553955,1.02811607287419
1.02110484833341,1.03196339924779,0.97004596637321,0.993574994980738,1.02246728310054
1.01604418162431,1.03630754235334,0.965694342185766,0.968730987446006,1.01662182908208
1.01367110918628,1.03410580160199,0.963832549735089,0.95205408166165,1.01618746887701
0.996354556646971,1.02487115403678,0.967184837187846,0.928479806962045,1.01260103442444
1.00890218494295,1.0386675365838,0.968580332514453,0.932454568136593,1.01752734492851
1.01353395566849,1.05099048610293,0.979385926236799,0.935910693816772,1.0144790002559
1.01642959630849,1.05890100384257,0.979284839571601,0.921956411840809,1.02313352524162
1.02541377992393,1.03873420867688,0.968630783360693,0.907331708699044,1.03360240708463
1.0217947538996,1.03034648681364,0.955506883450056,0.892690763035196,1.02386330010171
1.01381887588428,1.04176307489511,0.961351216342771,0.876422092291035,1.0064969499777
1.01204965862113,1.02355364352605,0.963510601522285,0.868660980023932,0.979148441027203
0.984110489065391,1.00362619120361,0.961494178790449,0.890389107232722,0.948154575649668
0.979098251902706,0.997715780923117,0.972644009331755,0.924918046698485,0.930626303482054
0.974202682884264,1.00994006860395,0.976204772056523,0.906572138942426,0.931502756750039
0.984310873708873,1.02463937259638,0.983106776657966,0.909229798710771,0.950385642647747
1.0436797079399,1.03437383222057,0.990781876973469,0.921043711679019,0.970426402837941
1.07521468369816,1.03049542020948,1.00551580328627,0.95087234154745,0.98265259341655
1.07666570812415,1.02596179656353,1.01847012473661,0.98420907300167,0.988695330607402
1.06217690079761,1.02176038133123,1.01662653494652,0.973202321667837,0.979187954738072
1.06910226853338,1.02640845037251,1.01052431157278,0.980891451667883,1.01712206913167
1.04782308341246,1.01943487010665,1.01394646401944,0.973784297516441,1.01995571134206
1.06344942386033,1.02306520251239,1.01273179988928,0.97490214444092,1.02437522872284
1.03427254900698,1.02498547276264,1.02214006788514,0.974628163586108,1.04242038937874
1.00272181976907,1.03793372584196,1.02668678980701,0.972172755922996,1.0421442620571
1.0155920834663,1.05705983715659,1.02246415415072,0.950324872827887,1.01615606653444
1.0157188719903,1.07209480510447,1.01442032348307,0.946959581306416,0.991484918515874
1.01214749397123,1.0855750837469,1.00039623658342,0.957373434304743,0.998299716872562
1.03256875466795,1.07928410386721,0.991169954596522,0.970451919812226,0.978176178445972
1.05398238642531,1.08895431489011,0.992054041377776,0.988573341661663,0.979922470455321
1.0563458334825,1.08425646783866,0.99512889325052,1.01079568537337,0.965422324264576
1.06490314057592,1.08327315304546,0.981372651100319,1.01915579180787,0.975287431181065
1.0774454259894,1.05892627215919,0.985659293605749,1.0115268534354,0.979209295177791
1.08875445050082,1.04347929780843,0.981276742651421,1.00016388261527,0.959187789300715
1.09132347047927,1.04030068816635,0.996917705571435,0.98173514130354,0.970077077672094
1.05994403426668,1.02543707069187,0.995816024582396,0.949976757058102,0.971427409051823
1.03939453319443,1.01561785221994,1.01510594608346,0.959959605821288,0.976746189739981
1.04702934013683,1.00594102953546,1.02491879051964,0.970777499122188,0.978849338294372
